Mã sku phần mềm Bravo,Đuôi màu,Mã vật tư tính giá,Tên vật tư tính giá,Mã sku nhà máy,Mã Sale,Bộ Mẫu,Nhóm sản phẩm,Đặc điểm,Đơn vị nhỏ nhất,Đơn vị cấp 2,Hệ số quy đổi cấp 2,Đơn vị cấp 3,Hệ số quy đổi cấp 3,Đơn vị cấp 4,Hệ số quy đổi cấp 4,Quy cách vận tải,Nhóm giá,Khối lượng,Mã nhà máy,Mã nơi kéo,Nhãn hàng,Tình trạng,Tình trạng chi nhánh,Cột dò tình trạng,Ngày triển khai,Kênh triển khai,Tuổi mẫu
bravo_sku,color_tail,item_code,item_name,factory_sku,sale_sku,pattern_set,category,features,masterunit,uom_level2,quantity_exchange_level2,uom_level3,quantity_exchange_level3,uom_level4,quantity_exchange_level4,transport_spec,price_group,gross_weight,factory_code,pull_source_code,brand,status,branch_status,status_lookup,deploy_date,branch_channel,sample_age
04.L1.6060.5607,,04.L1.6060.5607,Gạch 60x60G MS 5607 loại 1,5607,04.5607,5607,GACH,SOLO,HOP,,0,PALLET,,,0,60x60 G,6060,0,03,VITTO - HUE,UNIS,END-2020,END-2020,END-2020,4/27/2017,,107
04.L1.6060.5608,,04.L1.6060.5608,Gạch 60x60G MS 5608 loại 1,5608,04.5608,5608,GACH,SOLO,HOP,,0,PALLET,,,0,60x60 G,6060,0,03,VITTO - HUE,UNIS,END-2020,END-2020,END-2020,9/1/2018,,91
04.L1.6060.5609,,04.L1.6060.5609,Gạch 60x60G MS 5609 loại 1,5609,04.5609,5609,GACH,SOLO,HOP,,0,PALLET,,,0,60x60 G,6060,0,03,VITTO - HUE,UNIS,END-2020,END-2020,END-2020,4/27/2017,,107
04.L2.6060.5451,,04.L2.6060.5451,Gạch lát 60x60C MS 5451 loại 2,5451,04.5451,5451,GACH,SOLO,HOP,,0,PALLET,,,0,60x60 C,6060,0,03,VITTO - VINH PHUC,UNIS,END-2020,END-2020,END-2020,5/19/2017,,106
04.L2.6060.5452,,04.L2.6060.5452,Gạch lát 60x60C MS 5452 loại 2,5452,04.5452,5452,GACH,SOLO,HOP,,0,PALLET,,,0,60x60 C,6060,0,03,VITTO - VINH PHUC,UNIS,END-2020,END-2020,END-2020,,,0
04.L2.6060.5453,,04.L2.6060.5453,Gạch lát 60x60C MS 5453 loại 2,5453,04.5453,5453,GACH,SOLO,HOP,,0,PALLET,,,0,60x60 C,6060,0,03,VITTO - VINH PHUC,UNIS,END-2020,END-2020,END-2020,,,0
04.L2.6060.5454,,04.L2.6060.5454,Gạch lát 60x60C MS 5454 loại 2,5454,04.5454,5454,GACH,SOLO,HOP,,0,PALLET,,,0,60x60 C,6060,0,03,VITTO - VINH PHUC,UNIS,END-2020,END-2020,END-2020,,,0
04.L2.6060.5455,,04.L2.6060.5455,Gạch lát 60x60C MS 5455 loại 2,5455,04.5455,5455,GACH,SOLO,HOP,,0,PALLET,,,0,60x60 C,6060,0,03,VITTO - VINH PHUC,UNIS,END-2020,END-2020,END-2020,,,0
04.L2.6060.5602,,04.L2.6060.5602,Gạch 60x60G MS 5602 loại 2,5602,04.5602,END,GACH,SOLO,HOP,,0,PALLET,,,0,60x60 G,6060,0,03,VITTO - HUE,UNIS,END-2020,END-2020,END-2020,,,0
04.L2.6060.5605,,04.L2.6060.5605,Gạch 60x60G MS 5605 loại 2,5605,04.5605,END,GACH,SOLO,HOP,,0,PALLET,,,0,60x60 G,6060,0,03,VITTO - HUE,UNIS,END-2020,END-2020,END-2020,,,0
04.L2.6060.5608,,04.L2.6060.5608,Gạch 60x60G MS 5608 loại 2,5608,04.5608,5608,GACH,SOLO,HOP,,0,PALLET,,,0,60x60 G,6060,0,03,VITTO - HUE,UNIS,END-2020,END-2020,END-2020,9/1/2018,,91
04.L3.6060.5451,,04.L3.6060.5451,Gạch lát 60x60C MS 5451 loại 3,5451,04.5451,5451,GACH,SOLO,HOP,,0,PALLET,,,0,60x60 C,6060,0,03,VITTO - VINH PHUC,UNIS,END-2020,END-2020,END-2020,5/19/2017,,106
04.L3.6060.5452,,04.L3.6060.5452,Gạch lát 60x60C MS 5452 loại 3,5452,04.5452,5452,GACH,SOLO,HOP,,0,PALLET,,,0,60x60 C,6060,0,03,VITTO - VINH PHUC,UNIS,END-2020,END-2020,END-2020,,,0
04.L3.6060.5453,,04.L3.6060.5453,Gạch lát 60x60C MS 5453 loại 3,5453,04.5453,5453,GACH,SOLO,HOP,,0,PALLET,,,0,60x60 C,6060,0,03,VITTO - VINH PHUC,UNIS,END-2020,END-2020,END-2020,,,0
04.L3.6060.5454,,04.L3.6060.5454,Gạch lát 60x60C MS 5454 loại 3,5454,04.5454,5454,GACH,SOLO,HOP,,0,PALLET,,,0,60x60 C,6060,0,03,VITTO - VINH PHUC,UNIS,END-2020,END-2020,END-2020,,,0
04.L3.6060.5455,,04.L3.6060.5455,Gạch lát 60x60C MS 5455 loại 3,5455,04.5455,5455,GACH,SOLO,HOP,,0,PALLET,,,0,60x60 C,6060,0,03,VITTO - VINH PHUC,UNIS,END-2020,END-2020,END-2020,,,0
04.L3.6060.5602,,04.L3.6060.5602,Gạch 60x60G MS 5602 Loại 3,5602,04.5602,END,GACH,SOLO,HOP,,0,PALLET,,,0,60x60 G,6060,0,03,VITTO - HUE,UNIS,END-2020,END-2020,END-2020,,,0
04.L3.6060.5605,,04.L3.6060.5605,Gạch 60x60G MS 5605 loại 3,5605,04.5605,END,GACH,SOLO,HOP,,0,PALLET,,,0,60x60 G,6060,0,03,VITTO - HUE,UNIS,END-2020,END-2020,END-2020,,,0
05.L1.5050.5251,,05.L1.5050.5251,Gạch mài cạnh 50x50 MS 5251 loại 1,5251,05.5251,5251,GACH,SOLO,HOP,,0,PALLET,,,0,50x50,5050,0,05,VICENZA - THANH HOA,UNIS,END-2020,END-2020,END-2020,,,0
05.L1.5050.5252,,05.L1.5050.5252,Gạch mài cạnh 50x50 MS 5252 loại 1,5252,05.5252,5252,GACH,SOLO,HOP,,0,PALLET,,,0,50x50,5050,0,05,VICENZA - THANH HOA,UNIS,END-2020,END-2020,END-2020,,,0
05.L1.5050.5254,,05.L1.5050.5254,Gạch mài cạnh 50x50 MS 5254 loại 1,5254,05.5254,5254,GACH,SOLO,HOP,,0,PALLET,,,0,50x50,5050,0,05,VICENZA - THANH HOA,UNIS,END-2020,END-2020,END-2020,,,0
05.L1.6060.6761,,05.L1.6060.6761,Gạch 60x60G MS 6761 loại 1,6761,05.6761,END,GACH,SOLO,HOP,,0,PALLET,,,0,60x60 G,6060,0,05,VICENZA - THANH HOA,UNIS,END-2020,END-2020,END-2020,,,0
05.L1.6060.6762,,05.L1.6060.6762,Gạch 60x60G MS 6762 loại 1,6762,05.6762,6762,GACH,SOLO,HOP,,0,PALLET,,,0,60x60 G,6060,0,05,VICENZA - THANH HOA,UNIS,END-2021,END-2021,END-2021,4/28/2017,,107
05.L1.6060.6763,,05.L1.6060.6763,Gạch 60x60G MS 6763 loại 1,6763,05.6763,6763,GACH,SOLO,HOP,,0,PALLET,,,0,60x60 G,6060,0,05,VICENZA - THANH HOA,UNIS,END-2020,END-2020,END-2020,4/29/2017,,107
05.L2.5050.5251,,05.L2.5050.5251,Gạch mài cạnh 50x50 MS 5251 loại 2,5251,05.5251,5251,GACH,SOLO,HOP,,0,PALLET,,,0,50x50,5050,0,05,VICENZA - THANH HOA,UNIS,END-2020,END-2020,END-2020,,,0
05.L2.5050.5252,,05.L2.5050.5252,Gạch mài cạnh 50x50 MS 5252 loại 2,5252,05.5252,5252,GACH,SOLO,HOP,,0,PALLET,,,0,50x50,5050,0,05,VICENZA - THANH HOA,UNIS,END-2020,END-2020,END-2020,,,0
05.L2.5050.5254,,05.L2.5050.5254,Gạch mài cạnh 50x50 MS 5254 loại 2,5254,05.5254,5254,GACH,SOLO,HOP,,0,PALLET,,,0,50x50,5050,0,05,VICENZA - THANH HOA,UNIS,END-2020,END-2020,END-2020,,,0
05.L2.6060.6761,,05.L2.6060.6761,Gạch 60x60G MS 6761 loại 2,6761,05.6761,END,GACH,SOLO,HOP,,0,PALLET,,,0,60x60 G,6060,0,05,VICENZA - THANH HOA,UNIS,END-2020,END-2020,END-2020,,,0
05.L3.5050.5251,,05.L3.5050.5251,Gạch mài cạnh 50x50 MS 5251 loại 3,5251,05.5251,5251,GACH,SOLO,HOP,,0,PALLET,,,0,50x50,5050,0,05,VICENZA - THANH HOA,UNIS,END-2020,END-2020,END-2020,,,0
05.L3.5050.5252,,05.L3.5050.5252,Gạch mài cạnh 50x50 MS 5252 loại 3,5252,05.5252,5252,GACH,SOLO,HOP,,0,PALLET,,,0,50x50,5050,0,05,VICENZA - THANH HOA,UNIS,END-2020,END-2020,END-2020,,,0
05.L3.5050.5254,,05.L3.5050.5254,Gạch mài cạnh 50x50 MS 5254 loại 3,5254,05.5254,5254,GACH,SOLO,HOP,,0,PALLET,,,0,50x50,5050,0,05,VICENZA - THANH HOA,UNIS,END-2020,END-2020,END-2020,,,0
05.L3.6060.6761,,05.L3.6060.6761,Gạch 60x60G MS 6761 loại 3,6761,05.6761,END,GACH,SOLO,HOP,,0,PALLET,,,0,60x60 G,6060,0,05,VICENZA - THANH HOA,UNIS,END-2020,END-2020,END-2020,,,0
10.L1.3030.5261.1,1,10.L1.3030.5261,Gạch 30x30 MS 5261 Loại 1,5261,10.5261,5261,GACH,SOLO,VIEN,HOP,11,PALLET,,M2,11.11111,30x30,3030,0,03,VITTO - HUE,MAXIMOS,END-2024,END-2024,END-2024,4/10/2019,UNIMAX,83
14.L1.3060.36320.1,1,14.L1.3060.36320,Gạch 30x60 MS 36320 Loại 1,36320,14.36320,36420-36320D-36320,GACH,NHAT,VIEN,HOP,6,PALLET,,M2,5.55555,30x60 G Matt.,3060,0,14,APODIO - PHU THO,APODIO,ACT,ACT,ACT,12/7/2020,UNIMAX,63
14.L3.3060.36008,,14.L3.3060.36008,Gạch 30x60 MS 36008 Loại 3,36008,14.36008,36008,GACH,SOLO,VIEN,HOP,6,PALLET,,M2,5.55555,30x60 G.,3060,0,14,APODIO - PHU THO,APODIO,Hàng CT,Hàng CT,Hàng CT,,,0
10.L1.6060.6163.1,1,10.L1.6060.6163,Gạch 60x60 MS 6163 loại 1,6163,10.6163,6163,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,2.77777,60x60 FCMB,6060,0,03,VITTO - HUE,MAXIMOS,END-2025,ACT,END-2025,4/5/2023,UNIS,36
05.L1.8080.IP8001.F,F,05.L1.8080.IP8001,Gạch 80x80 MS IP8001 Loại 1,IP8001,05.IP8001,IP8001,GACH,SOLO,VIEN,HOP,3,PALLET,,M2,1.5625,80x80 G,8080,0,05,VICENZA - THANH HOA,ICERA,ACT,ACT,ACT,5/26/2024,LOTINA,22
12.L1.2550.A2521.6,6,12.L1.2550.A2521,Gạch 25x50 MS A2521 Loại 1 12 Viên,A2521,12.A2521,U2521,GACH,SOLO,VIEN,HOP,12,PALLET,,M2,8,25x50.,2550,0,12,DACERA - DA NANG,UNI GLOBAL,END-2026,END-2026,END-2026,12/31/2022,UNIMAX,39
10.L1.6060.74005.4,4,10.L1.6060.74005,Gạch 60x60 MS 74005 loại 1,74005,10.74005,74005,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,2.77777,60x60 G HG,6060,0,03,VITTO - VINH PHUC,MAXIMOS,END-2025,ACT,END-2025,1/21/2024,UNIS,26
12.L1.3030.3023.5,5,12.L1.3030.3023,Gạch 30x30 MS 3023 Loại 1,3023,12.3023,3023,GACH,SOLO,VIEN,HOP,11,PALLET,,M2,11.11111,30x30,3030,0,12,DACERA - DA NANG,UNIS,ACT,ACT,ACT,5/25/2022,UNIMAX,46
12.L1.3030.3023.6,6,12.L1.3030.3023,Gạch 30x30 MS 3023 Loại 1,3023,12.3023,3023,GACH,SOLO,VIEN,HOP,11,PALLET,,M2,11.11111,30x30,3030,0,12,DACERA - DA NANG,UNIS,ACT,ACT,ACT,5/25/2022,UNIMAX,46
10.L1.6060.6121.3,3,10.L1.6060.6121,Gạch 60x60 MS 6121 loại 1,6121,10.6121,6121,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,2.77777,60x60 C,6060,0,03,VITTO - VINH PHUC,MAXIMOS,END-2024,END-2024,END-2024,,,0
10.L1.6060.6172.7,7,10.L1.6060.6172,Gạch 60x60 MS 6172 loại 1,6172,10.6172,6172,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,2.77777,60x60 C,6060,0,03,VITTO - VINH PHUC,MAXIMOS,END-2024,END-2024,END-2024,,,0
10.L1.6060.74003.7,7,10.L1.6060.74003,Gạch 60x60 MS 74003 loại 1,74003,10.74003,74003,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,2.77777,60x60 G HG,6060,0,03,VITTO - VINH PHUC,MAXIMOS,END-2025,ACT,END-2025,1/21/2024,UNIS,26
05.L1.8080.IP8002.F,F,05.L1.8080.IP8002,Gạch 80x80 MS IP8002 Loại 1,IP8002,05.IP8002,IP8002,GACH,SOLO,VIEN,HOP,3,PALLET,,M2,1.5625,80x80 G,8080,0,05,VICENZA - THANH HOA,ICERA,ACT,ACT,ACT,4/21/2024,LOTINA,23
39.L1.6060.USGM6006.100,100,39.L1.6060.USGM6006,Gạch 60x60 MS USGM6006 Loại 1,USGM6006,39.USGM6006,USGM6006,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,2.77777,60x60 G Matt,6060,0,39,TOKO - HUNG YEN,UNITILE,ACT,ACT,ACT,7/1/2024,UNIMAX,21
05.L1.8080.IP8005.F,F,05.L1.8080.IP8005,Gạch 80x80 MS IP8005 Loại 1,IP8005,05.IP8005,IP8005,GACH,SOLO,VIEN,HOP,3,PALLET,,M2,1.5625,80x80 G,8080,0,05,VICENZA - THANH HOA,ICERA,ACT,ACT,ACT,6/19/2024,LOTINA,21
21.CT.AQUAFLEXR77.GREY18,,21.CT.AQUAFLEXR77.GREY18,Chống thấm Aquaflex R77 Xám 18 kg,AQUAFLEXR77.GREY18,21.AQUAFLEXR77.GREY18,Chống thấm Aquaflex R77 Xám 18 kg,SPPT,CHONG THAM,KG,THUNG,18,PALLET,,,0,CT,0,0,21,MAPEI - QUANG NAM,MAPEI,ACT,ACT,ACT,6/14/2024,UNICHEMI,21
41.L1.3060.S3101.5,5,41.L1.3060.S3101,Gạch 30x60 MS S3101 Loại 1,S3101,41.S3101,S3101-S3201-S3102,GACH,THAN,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,20,TAKAOBD - BINH DINH,MASSIMO,END-2026,END-2026,END-2026,1/10/2025,LOTINA,14
41.L1.3060.S3102.5,5,41.L1.3060.S3102,Gạch 30x60 MS S3102 Loại 1,S3102,41.S3102,S3101-S3201-S3102,GACH,VIEN,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,20,TAKAOBD - BINH DINH,MASSIMO,END-2026,END-2026,END-2026,1/10/2025,UNILUX,14
41.L1.3060.S3103.5,5,41.L1.3060.S3103,Gạch 30x60 MS S3103 Loại 1,S3103,41.S3103,S3103-S3203-S3104,GACH,THAN,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,20,TAKAOBD - BINH DINH,MASSIMO,END-2026,END-2026,END-2026,1/4/2025,LOTINA,15
41.L1.3060.S3104.5,5,41.L1.3060.S3104,Gạch 30x60 MS S3104 Loại 1,S3104,41.S3104,S3103-S3203-S3104,GACH,VIEN,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,20,TAKAOBD - BINH DINH,MASSIMO,END-2026,END-2026,END-2026,1/10/2025,UNILUX,14
41.L1.3060.S3201.5,5,41.L1.3060.S3201,Gạch 30x60 MS S3201 Loại 1,S3201,41.S3201,S3101-S3201-S3102,GACH,DIEM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,20,TAKAOBD - BINH DINH,MASSIMO,END-2026,END-2026,END-2026,1/10/2025,UNILUX,14
41.L1.3060.S3203.5,5,41.L1.3060.S3203,Gạch 30x60 MS S3203 Loại 1,S3203,41.S3203,S3103-S3203-S3104,GACH,DIEM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,20,TAKAOBD - BINH DINH,MASSIMO,END-2026,END-2026,END-2026,1/4/2025,UNILUX,15
39.L1.6060.USGM6001.95,95,39.L1.6060.USGM6001,Gạch 60x60 MS USGM6001 Loại 1,USGM6001,39.USGM6001,USGM6001,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,2.77777,60x60 G Matt,6060,0,39,TOKO - HUNG YEN,UNITILE,ACT,ACT,ACT,7/1/2024,UNIS,21
39.L1.6060.USGM6004.98,98,39.L1.6060.USGM6004,Gạch 60x60 MS USGM6004 Loại 1,USGM6004,39.USGM6004,USGM6004,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,2.77777,60x60 G Matt,6060,0,39,TOKO - HUNG YEN,UNITILE,ACT,ACT,ACT,6/14/2024,UNIS,21
39.L1.6060.USGM6005.98,98,39.L1.6060.USGM6005,Gạch 60x60 MS USGM6005 Loại 1,USGM6005,39.USGM6005,USGM6005,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,2.77777,60x60 G Matt,6060,0,39,TOKO - HUNG YEN,UNITILE,ACT,ACT,ACT,6/17/2024,UNIMAX,21
36.L1.3060.USC3647.2,2,36.L1.3060.USC3647,Gạch 30x60 MS USC3647 Loại 1,USC3647,36.USC3647,USC3647-USC3647D-USC3648,GACH,NHAT,VIEN,HOP,8,PALLET,,M2,5.55555,30x60 Đ-N Matt,3060,0,36,NPG - HUNG YEN,UNITILE,END-2025,ACT,END-2025,2/29/2024,UNIS,25
14.L1.3060.A36MG9012.4,4,14.L1.3060.A36MG9012,Gạch 30x60 MS A36MG9012 Loại 1,A36MG9012,14.A36MG9012,A36ML8012-A36MG9012D-A36MG9012,GACH,DAM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60 G,3060,0,14,APODIO - PHU THO,APODIO,ACT,ACT,ACT,7/19/2023,UNIS,32
41.L1.6060.M6153.4,4,41.L1.6060.M6153,Gạch 60x60 MS M6153 Loại 1,M6153,41.M6153,M6153,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,2.77777,60x60 C,6060,0,20,TAKAOBD - BINH DINH,MATTERHORN,ACT,ACT,ACT,5/19/2024,UNIMAX,22
20.L1.6060.16906.5,5,20.L1.6060.16906,Gạch 60x60 MS 16906 Loại 1,16906,20.16906,16906,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,2.77777,60x60 G.,6060,0,20,TAKAOGR - PHU THO,CRYSTAL,ACT,ACT,ACT,1/25/2024,UNIS,26
20.L1.3060.13106.4,4,20.L1.3060.13106,Gạch 30x60 MS 13106 Loại 1,13106,20.13106,13106-13206-13196,GACH,THAN,VIEN,HOP,8,PALLET,,M2,5.55555,30x60 G,3060,0,20,TAKAOGR - PHU THO,CRYSTAL,END-2024,END-2024,END-2024,1/5/2023,UNIS,39
36.L1.3060.USC3648.3,3,36.L1.3060.USC3648,Gạch 30x60 MS USC3648 Loại 1,USC3648,36.USC3648,USC3647-USC3647D-USC3648,GACH,DAM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60 Đ-N Matt,3060,0,36,NPG - HUNG YEN,UNITILE,END-2025,ACT,END-2025,2/29/2024,,25
36.L1.3060.USC3648.4,4,36.L1.3060.USC3648,Gạch 30x60 MS USC3648 Loại 1,USC3648,36.USC3648,USC3647-USC3647D-USC3648,GACH,DAM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60 Đ-N Matt,3060,0,36,NPG - HUNG YEN,UNITILE,END-2025,ACT,END-2025,2/29/2024,,25
10.L1.8080.5891.6,6,10.L1.8080.5891,Gạch 80x80 MS 5891 loại 1,5891,10.5891,5891,GACH,SOLO,VIEN,HOP,3,PALLET,,M2,1.5625,80x80 G HG,8080,0,03,VITTO - HUE,MAXIMOS,END-2025,ACT,END-2025,12/6/2022,UNIS,40
14.L1.6060.66264001.5,5,14.L1.6060.66264001,Gạch 60x60 MS 66264001 loại 1,66264001,14.66264001,66264001,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,2.77777,60x60 G Matt TT,6060,0,14,APODIO - PHU THO,APODIO,END-2023,END-2023,END-2023,7/17/2022,,44
14.L1.6060.66265001.5,5,14.L1.6060.66265001,Gạch 60x60 MS 66265001 loại 1,66265001,14.66265001,66265001,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,2.77777,60x60 G Matt TT,6060,0,14,APODIO - PHU THO,APODIO,END-2023,END-2023,END-2023,2/20/2021,,61
36.L1.3060.USC3649D.2,2,36.L1.3060.USC3649D,Gạch 30x60 MS USC3649D Loại 1,USC3649D,36.USC3649D,USC3649-USC3649D-USC3650,GACH,DIEM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60 Đ-N Matt,3060,0,36,NPG - HUNG YEN,UNITILE,END-2025,ACT,END-2025,3/11/2024,,24
20.L1.6060.26400.5,5,20.L1.6060.26400,Gạch 60x60 MS 26400 Loại 1,26400,20.26400,26400,GACH,TRANG TRON,VIEN,HOP,4,PALLET,,M2,2.77777,60x60 G,6060,0,20,TAKAOGR - PHU THO,TOPAZ,END-2025,ACT,END-2025,7/1/2024,UNIS,21
20.L1.6060.26500.5,5,20.L1.6060.26500,Gạch 60x60 MS 26500 Loại 1,26500,20.26500,26500,GACH,DEN,VIEN,HOP,4,PALLET,,M2,2.77777,60x60 G,6060,0,20,TAKAOGR - PHU THO,TOPAZ,END-2025,ACT,END-2025,7/1/2024,UNIS,21
29.L1.4080.FC4805.5,5,29.L1.4080.FC4805,Gạch 40x80 MS FC4805 Loại 1,FC4805,29.FC4805,FC4805-FC4805D-FC4805V,GACH,THAN,VIEN,HOP,4,PALLET,,M2,3.125,40x80,4080,0,25,MIKADO - QUANG NINH,FERAZA,ACT,ACT,ACT,2/5/2023,UNIMAX,38
29.L1.4080.FC4805V.5,5,29.L1.4080.FC4805V,Gạch 40x80 MS FC4805V Loại 1,FC4805V,29.FC4805V,FC4805-FC4805D-FC4805V,GACH,VIEN,VIEN,HOP,4,PALLET,,M2,3.125,40x80,4080,0,25,MIKADO - QUANG NINH,FERAZA,ACT,ACT,ACT,2/5/2023,UNIMAX,38
36.L1.3060.USC3623.2,2,36.L1.3060.USC3623,Gạch 30x60 MS USC3623 Loại 1,USC3623,36.USC3623,USC3623-USC3623D-USC3624,GACH,NHAT,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,36,NPG - HUNG YEN,UNITILE,END-2025,ACT,END-2025,2/19/2024,UNIMAX,25
36.L2.3060.USC3621D,,36.L2.3060.USC3621D,Gạch 30x60 MS USC3621 Loại 2,USC3621D,36.USC3621D,USC3621-USC3621D-USC3622,GACH,DIEM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,36,NPG - HUNG YEN,UNITILE,END-2025,ACT,END-2025,2/19/2024,,25
10.L1.3060.68001.5,5,10.L1.3060.68001,Gạch 30x60 MS 68001 Loại 1,68001,10.68001,68001-68002-68003,GACH,THAN,VIEN,HOP,8,PALLET,,M2,5.55555,30x60 FCMB,3060,0,03,VITTO - HUE,MAXIMOS,END-2025,ACT,END-2025,6/27/2024,UNIS,21
10.L1.3060.68002.5,5,10.L1.3060.68002,Gạch 30x60 MS 68002 Loại 1,68002,10.68002,68001-68002-68003,GACH,DIEM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60 FCMB,3060,0,03,VITTO - HUE,MAXIMOS,END-2025,ACT,END-2025,6/27/2024,UNIS,21
10.L1.3060.68003.5,5,10.L1.3060.68003,Gạch 30x60 MS 68003 Loại 1,68003,10.68003,68001-68002-68003,GACH,VIEN,VIEN,HOP,8,PALLET,,M2,5.55555,30x60 FCMB,3060,0,03,VITTO - HUE,MAXIMOS,END-2025,ACT,END-2025,6/27/2024,UNIS,21
10.L1.3060.68007.5,5,10.L1.3060.68007,Gạch 30x60 MS 68007 Loại 1,68007,10.68007,68007-68008-68009,GACH,THAN,VIEN,HOP,8,PALLET,,M2,5.55555,30x60 FCMB,3060,0,03,VITTO - HUE,MAXIMOS,END-2025,ACT,END-2025,6/27/2024,UNIS,21
10.L1.3060.68008.5,5,10.L1.3060.68008,Gạch 30x60 MS 68008 Loại 1,68008,10.68008,68007-68008-68009,GACH,DIEM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60 FCMB,3060,0,03,VITTO - HUE,MAXIMOS,END-2025,ACT,END-2025,6/27/2024,UNIS,21
10.L1.3060.68009.5,5,10.L1.3060.68009,Gạch 30x60 MS 68009 Loại 1,68009,10.68009,68007-68008-68009,GACH,VIEN,VIEN,HOP,8,PALLET,,M2,5.55555,30x60 FCMB,3060,0,03,VITTO - HUE,MAXIMOS,END-2025,ACT,END-2025,6/27/2024,UNIS,21
39.L1.6060.UGG6003.104,104,39.L1.6060.UGG6003,Gạch 60x60 MS UGG6003 Loại 1,UGG6003,39.UGG6003,UGG6003,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,2.77777,60x60 G,6060,0,39,TOKO - HUNG YEN,UNI GLOBAL,ACT,ACT,ACT,4/26/2024,UNIS,23
39.L1.6060.USGM6003.97,97,39.L1.6060.USGM6003,Gạch 60x60 MS USGM6003 Loại 1,USGM6003,39.USGM6003,USGM6003,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,2.77777,60x60 G Matt,6060,0,39,TOKO - HUNG YEN,UNITILE,ACT,ACT,ACT,7/1/2024,UNIS,21
39.L1.3060.USGM3601.100,100,39.L1.3060.USGM3601,Gạch 30x60 MS USGM3601 Loại 1,USGM3601,39.USGM3601,USGM3601-USGM3602-USGM3603,GACH,NHAT,VIEN,HOP,8,PALLET,,M2,5.55555,30x60 G Đ-N Matt,3060,0,39,TOKO - HUNG YEN,UNITILE,ACT,ACT,ACT,7/2/2024,UNIMAX,21
39.L1.3060.USGM3602.100,100,39.L1.3060.USGM3602,Gạch 30x60 MS USGM3602 Loại 1,USGM3602,39.USGM3602,USGM3601-USGM3602-USGM3603,GACH,DIEM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60 G Đ-N Matt,3060,0,39,TOKO - HUNG YEN,UNITILE,ACT,ACT,ACT,7/2/2024,UNIMAX,21
39.L1.3060.USGM3603.100,100,39.L1.3060.USGM3603,Gạch 30x60 MS USGM3603 Loại 1,USGM3603,39.USGM3603,USGM3601-USGM3602-USGM3603,GACH,DAM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60 G Đ-N Matt,3060,0,39,TOKO - HUNG YEN,UNITILE,ACT,ACT,ACT,7/2/2024,UNIMAX,21
39.L1.3060.USGM3610.100,100,39.L1.3060.USGM3610,Gạch 30x60 MS USGM3610 Loại 1,USGM3610,39.USGM3610,USGM3610-USGM3611-USGM3612,GACH,NHAT,VIEN,HOP,8,PALLET,,M2,5.55555,30x60 G Đ-N Matt,3060,0,39,TOKO - HUNG YEN,UNITILE,ACT,ACT,ACT,7/2/2024,UNIMAX,21
39.L1.3060.USGM3611.100,100,39.L1.3060.USGM3611,Gạch 30x60 MS USGM3611 Loại 1,USGM3611,39.USGM3611,USGM3610-USGM3611-USGM3612,GACH,DIEM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60 G Đ-N Matt,3060,0,39,TOKO - HUNG YEN,UNITILE,ACT,ACT,ACT,7/2/2024,UNIMAX,21
39.L1.3060.USGM3612.100,100,39.L1.3060.USGM3612,Gạch 30x60 MS USGM3612 Loại 1,USGM3612,39.USGM3612,USGM3610-USGM3611-USGM3612,GACH,DAM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60 G Đ-N Matt,3060,0,39,TOKO - HUNG YEN,UNITILE,ACT,ACT,ACT,7/2/2024,UNIMAX,21
