Mã sku phần mềm Bravo,Đuôi màu,Mã vật tư tính giá,Tên vật tư tính giá,Mã sku nhà máy,Mã Sale,Bộ Mẫu,Nhóm sản phẩm,Đặc điểm,Đơn vị nhỏ nhất,Đơn vị cấp 2,Hệ số quy đổi cấp 2,Đơn vị cấp 3,Hệ số quy đổi cấp 3,Đơn vị cấp 4,Hệ số quy đổi cấp 4,Quy cách vận tải,Nhóm giá,Khối lượng,Mã nhà máy,Mã nơi kéo,Nhãn hàng,Tình trạng,Tình trạng chi nhánh,Cột dò tình trạng,Ngày triển khai,Kênh triển khai,Tuổi mẫu
bravo_sku,color_tail,item_code,item_name,factory_sku,sale_sku,pattern_set,category,features,masterunit,uom_level2,quantity_exchange_level2,uom_level3,quantity_exchange_level3,uom_level4,quantity_exchange_level4,transport_spec,price_group,gross_weight,factory_code,pull_source_code,brand,status,branch_status,status_lookup,deploy_date,branch_channel,sample_age
08.L1.60120.3605.5,5,08.L1.60120.3605,Gạch 60x120 MS 3605 loại 1,3605,08.3605,3605,GACH,SOLO,VIEN,HOP,2,PALLET,,M2,1.38888,60x120,60120,0,03,VITTO - VINH PHUC,VITTO,END-2020,END-2020,END-2020,,,0
10.L1.3060.5777.3,3,10.L1.3060.5777,Gạch 30x60 MS 5777 Loại 1,5777,10.5777,5777-5778-5779,GACH,NHAT,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,MAXIMOS,END-2024,END-2024,END-2024,1/10/2019,UNIMAX,86
10.L1.3060.5746.2,2,10.L1.3060.5746,Gạch 30x60 MS 5746 Loại 1,5746,10.5746,5744-5745-5746,GACH,DAM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,MAXIMOS,END-2023,END-2023,END-2023,1/10/2019,,86
03.L1.5050.6521.4,4,03.L1.5050.6521,Gạch 50x50 MS 6521 loại 1,6521,03.6521,6521,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,4,50x50 SV,5050,0,03,VITTO - VINH PHUC,VINCERA,END-2020,END-2020,END-2020,3/21/2019,,84
03.L1.5050.6523.7,7,03.L1.5050.6523,Gạch 50x50 MS 6523 loại 1,6523,03.6523,6523,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,4,50x50 SV,5050,0,03,VITTO - VINH PHUC,VINCERA,END-2020,END-2020,END-2020,3/21/2019,,84
10.L1.3060.5781.6,6,10.L1.3060.5781,Gạch 30x60 MS 5781 Loại 1,5781,10.5781,5781-5782-5783,GACH,NHAT,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,MAXIMOS,END-2023,END-2023,END-2023,1/10/2019,,86
10.L1.3060.5782.6,6,10.L1.3060.5782,Gạch 30x60 MS 5782 Loại 1,5782,10.5782,5781-5782-5783,GACH,DIEM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,MAXIMOS,END-2023,END-2023,END-2023,1/10/2019,,86
08.L1.5050.3785.7,7,08.L1.5050.3785,Gạch 50x50 MS 3785 loại 1,3785,08.3785,3785,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,4,50x50 SV,5050,0,03,VITTO - VINH PHUC,VITTO,END-2020,END-2020,END-2020,9/11/2017,,102
03.L1.5050.6502.8,8,03.L1.5050.6502,Gạch 50x50 MS 6502 loại 1,6502,03.6502,6502,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,4,50x50 SV,5050,0,03,VITTO - VINH PHUC,VINCERA,END-2020,END-2020,END-2020,11/24/2017,,100
08.L1.3060.2336,,08.L1.3060.2336,Gạch 30x60 MS 2336 Loại 1,2336,08.2336,2336,GACH,THAN,VIEN,HOP,8,PALLET,,M2,5.55555,30x60 SG,3060,0,03,VITTO - VINH PHUC,VITTO,END-2020,END-2020,END-2020,,,0
08.L1.3060.2031,,08.L1.3060.2037,Gạch 30x60 MS 2031 Loại 1,2037,08.2031,2031,GACH,THAN,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - VINH PHUC,VITTO,END-2020,END-2020,END-2020,,,0
10.L1.3060.5783.6,6,10.L1.3060.5783,Gạch 30x60 MS 5783 Loại 1,5783,10.5783,5781-5782-5783,GACH,DAM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,MAXIMOS,END-2023,END-2023,END-2023,1/10/2019,,86
10.L2.5050.5363,,10.L2.5050.5363,Gạch 50x50 MS 5363 loại 2,5363,10.5363,5363,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,4,50x50 SV,5050,0,03,VITTO - HUE,MAXIMOS,END-2020,END-2020,END-2020,4/22/2019,,83
10.L2.5050.5382,,10.L2.5050.5382,Gạch 50x50 MS 5382 loại 2,5382,10.5382,5382,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,4,50x50 SV,5050,0,03,VITTO - HUE,MAXIMOS,END-2020,END-2020,END-2020,4/22/2019,,83
10.L2.3030.5262.6,6,10.L2.3030.5262,Gạch 30x30 MS 5262 Loại 2,5262,10.5262,5262,GACH,SOLO,VIEN,HOP,11,PALLET,,M2,11.11111,30x30,3030,0,03,VITTO - HUE,MAXIMOS,END-2023,END-2023,END-2023,4/10/2019,,83
03.L1.6060.8209.6,6,03.L1.6060.8209,Gạch 60x60 MS 8209 loại 1,8209,03.8209,8209,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,2.77777,60x60 G Matt,6060,0,03,VITTO - VINH PHUC,VINCERA,END-2021,END-2021,END-2021,6/10/2019,,81
11.L2.3030.N323,,11.L2.3030.N323,Gạch 30x30 MS N323 Loại 2,N323,11.N323,N323,GACH,SOLO,VIEN,HOP,11,PALLET,,M2,11.11111,30x30,3030,0,11,THANH HA,UNIMAX,END-2020,END-2020,END-2020,3/25/2019,,84
11.L2.3030.N324,,11.L2.3030.N324,Gạch 30x30 MS N324 Loại 2,N324,11.N324,N324,GACH,SOLO,VIEN,HOP,11,PALLET,,M2,11.11111,30x30,3030,0,11,THANH HA,UNIMAX,END-2020,END-2020,END-2020,3/25/2019,,84
11.L2.3030.N325,,11.L2.3030.N325,Gạch 30x30 MS N325 Loại 2,N325,11.N325,N325,GACH,SOLO,VIEN,HOP,11,PALLET,,M2,11.11111,30x30,3030,0,11,THANH HA,UNIMAX,END-2020,END-2020,END-2020,3/25/2019,,84
08.L1.3060.2531.4,4,08.L1.3060.2531,Gạch 30x60 MS 2531 Loại 1,2531,08.2531,2531-2532-2533,GACH,NHAT,VIEN,HOP,8,PALLET,,M2,5.55555,30x60 SB,3060,0,03,VITTO - VINH PHUC,VITTO,END-2020,END-2020,END-2020,6/24/2019,,81
08.L1.6090.3281.5,5,08.L1.6090.3281,Gạch 60x90 MS 3281 loại 1,3281,08.3281,3281,GACH,SOLO,VIEN,HOP,3,PALLET,,M2,1.85186,60x90,6090,0,03,VITTO - VINH PHUC,VITTO,END-2020,END-2020,END-2020,,,0
08.L1.60120.3638.4,4,08.L1.60120.3638,Gạch 60x120 MS 3638 loại 1,3638,08.3638,3638,GACH,SOLO,VIEN,HOP,2,PALLET,,M2,1.38888,60x120,60120,0,03,VITTO - VINH PHUC,VITTO,END-2020,END-2020,END-2020,,,0
10.L1.3060.5771.7,7,10.L1.3060.5771,Gạch 30x60 MS 5771 Loại 1,5771,10.5771,5771-5772-5773,GACH,NHAT,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,MAXIMOS,END-2023,END-2023,END-2023,1/10/2019,,86
03.L1.3030.6310.4,4,03.L1.3030.6310,Gạch 30x30 MS 6310 Loại 1,6310,03.6310,6310,GACH,SOLO,VIEN,HOP,11,PALLET,,M2,11.11111,30x30,3030,0,03,VITTO - HUE,VINCERA,END-2024,END-2024,END-2024,6/7/2017,BAN CHUNG,105
10.L1.3060.5772.7,7,10.L1.3060.5772,Gạch 30x60 MS 5772 Loại 1,5772,10.5772,5771-5772-5773,GACH,DIEM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,MAXIMOS,END-2023,END-2023,END-2023,1/10/2019,,86
10.L1.3060.5773.7,7,10.L1.3060.5773,Gạch 30x60 MS 5773 Loại 1,5773,10.5773,5771-5772-5773,GACH,DAM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,MAXIMOS,END-2023,END-2023,END-2023,1/10/2019,,86
03.L1.3060.7521.9,9,03.L1.3060.7521,Gạch 30x60 MS 7521 Loại 1,7521,03.7521,7521-7522-7523,GACH,NHAT,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,VINCERA,END-2022,END-2022,END-2022,8/1/2017,,104
03.L1.3060.7522.9,9,03.L1.3060.7522,Gạch 30x60 MS 7522 Loại 1,7522,03.7522,7521-7522-7523,GACH,DIEM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,VINCERA,END-2022,END-2022,END-2022,8/1/2017,,104
03.L1.3060.7523.9,9,03.L1.3060.7523,Gạch 30x60 MS 7523 Loại 1,7523,03.7523,7521-7522-7523,GACH,DAM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,VINCERA,END-2022,END-2022,END-2022,8/1/2017,,104
08.L1.60120.3603.4,4,08.L1.60120.3603,Gạch 60x120 MS 3603 loại 1,3603,08.3603,3603,GACH,SOLO,VIEN,HOP,2,PALLET,,M2,1.38888,60x120,60120,0,03,VITTO - VINH PHUC,VITTO,END-2020,END-2020,END-2020,,,0
08.L1.60120.3608.6,6,08.L1.60120.3608,Gạch 60x120 MS 3608 loại 1,3608,08.3608,3608,GACH,SOLO,VIEN,HOP,2,PALLET,,M2,1.38888,60x120,60120,0,03,VITTO - VINH PHUC,VITTO,END-2020,END-2020,END-2020,,,0
08.L1.60120.3634.5,5,08.L1.60120.3634,Gạch 60x120 MS 3634 loại 1,3634,08.3634,3634,GACH,SOLO,VIEN,HOP,2,PALLET,,M2,1.38888,60x120,60120,0,03,VITTO - VINH PHUC,VITTO,END-2020,END-2020,END-2020,,,0
08.L1.60120.3643.5,5,08.L1.60120.3643,Gạch 60x120 MS 3643 loại 1,3643,08.3643,3643,GACH,SOLO,VIEN,HOP,2,PALLET,,M2,1.38888,60x120,60120,0,03,VITTO - VINH PHUC,VITTO,END-2020,END-2020,END-2020,,,0
08.L1.3060.2101.5,5,08.L1.3060.2101,Gạch 30x60 MS 2101 Loại 1,2101,08.2101,2101,GACH,THAN,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - VINH PHUC,VITTO,END-2020,END-2020,END-2020,,,0
10.L1.3060.5777.8,8,10.L1.3060.5777,Gạch 30x60 MS 5777 Loại 1,5777,10.5777,5777-5778-5779,GACH,NHAT,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,MAXIMOS,END-2024,END-2024,END-2024,1/10/2019,UNIMAX,86
10.L1.3060.5778.8,8,10.L1.3060.5778,Gạch 30x60 MS 5778 Loại 1,5778,10.5778,5777-5778-5779,GACH,DIEM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,MAXIMOS,END-2024,END-2024,END-2024,1/10/2019,,86
03.L1.3060.7524.1,1,03.L1.3060.7524,Gạch 30x60 MS 7524 Loại 1,7524,03.7524,7524-7525-7526,GACH,NHAT,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,VINCERA,END-2022,END-2022,END-2022,7/18/2017,,104
03.L1.3060.7526.1,1,03.L1.3060.7526,Gạch 30x60 MS 7526 Loại 1,7526,03.7526,7524-7525-7526,GACH,DAM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,VINCERA,END-2022,END-2022,END-2022,7/18/2017,,104
03.L1.3060.7321.9,9,03.L1.3060.7321,Gạch 30x60 MS 7321 Loại 1,7321,03.7321,7321-7322-7323,GACH,VIEN,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,VINCERA,END-2020,END-2020,END-2020,9/26/2017,,102
03.L1.3060.7323.9,9,03.L1.3060.7323,Gạch 30x60 MS 7323 Loại 1,7323,03.7323,7321-7322-7323,GACH,THAN,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,VINCERA,END-2020,END-2020,END-2020,9/26/2017,,102
03.L1.3060.7345.6,6,03.L1.3060.7345,Gạch 30x60 MS 7345 Loại 1,7345,03.7345,7344-7345-7346,GACH,DIEM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,VINCERA,END-2022,END-2022,END-2022,5/17/2018,,94
03.L1.3060.7343.2,2,03.L1.3060.7343,Gạch 30x60 MS 7343 Loại 1,7343,03.7343,7341-7342-7343,GACH,DAM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,VINCERA,END-2022,END-2022,END-2022,5/17/2018,,94
03.L1.3060.7529.9,9,03.L1.3060.7529,Gạch 30x60 MS 7529 Loại 1,7529,03.7529,7527-7528-7529,GACH,DAM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,VINCERA,END-2022,END-2022,END-2022,6/7/2017,,105
05.L2.3060.1101,,05.L2.3060.1101,Gạch 30x60 MS 1101 Loại 2,1101,05.1101,1101-1102,GACH,NHAT,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,05,VICENZA - THANH HOA,UNIS,END-2020,END-2020,END-2020,3/18/2019,,84
05.L2.3060.1063,,05.L2.3060.1063,Gạch 30x60 MS 1063 Loại 2,1063,05.1063,1061-1062-1063,GACH,DAM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,05,VICENZA - THANH HOA,UNIS,END-2020,END-2020,END-2020,3/7/2019,,84
10.L1.3060.5779.8,8,10.L1.3060.5779,Gạch 30x60 MS 5779 Loại 1,5779,10.5779,5777-5778-5779,GACH,DAM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,MAXIMOS,END-2024,END-2024,END-2024,1/10/2019,,86
03.L1.3060.7528.9,9,03.L1.3060.7528,Gạch 30x60 MS 7528 Loại 1,7528,03.7528,7527-7528-7529,GACH,DIEM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,VINCERA,END-2022,END-2022,END-2022,6/7/2017,,105
08.L1.3060.2533.4,4,08.L1.3060.2533,Gạch 30x60 MS 2533 Loại 1,2533,08.2533,2531-2532-2533,GACH,DAM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60 SB,3060,0,03,VITTO - VINH PHUC,VITTO,END-2020,END-2020,END-2020,6/24/2019,,81
08.L1.6060.961.1,1,08.L1.6060.961,Gạch 60x60 MS 961 loại 1,961,08.961,961,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,2.77777,60x60 G SG,6060,0,03,VITTO - VINH PHUC,VITTO,END-2020,END-2020,END-2020,3/8/2018,,96
03.L1.3060.7611.3,3,03.L1.3060.7611,Gạch 30x60 MS 7611 Loại 1,7611,03.7611,7611-7612-7613,GACH,NHAT,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,VINCERA,END-2023,END-2023,END-2023,3/21/2019,,84
03.L1.3060.7612.3,3,03.L1.3060.7612,Gạch 30x60 MS 7612 Loại 1,7612,03.7612,7611-7612-7613,GACH,DIEM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,VINCERA,END-2023,END-2023,END-2023,3/21/2019,,84
03.L1.3060.7613.3,3,03.L1.3060.7613,Gạch 30x60 MS 7613 Loại 1,7613,03.7613,7611-7612-7613,GACH,DAM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,VINCERA,END-2023,END-2023,END-2023,3/21/2019,,84
03.L1.3060.7614.7,7,03.L1.3060.7614,Gạch 30x60 MS 7614 Loại 1,7614,03.7614,7614-7615-7616,GACH,NHAT,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,VINCERA,END-2023,END-2023,END-2023,3/21/2019,,84
03.L1.3060.7615.7,7,03.L1.3060.7615,Gạch 30x60 MS 7615 Loại 1,7615,03.7615,7614-7615-7616,GACH,DIEM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,VINCERA,END-2023,END-2023,END-2023,3/21/2019,,84
03.L1.3060.7616.7,7,03.L1.3060.7616,Gạch 30x60 MS 7616 Loại 1,7616,03.7616,7614-7615-7616,GACH,DAM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,VINCERA,END-2023,END-2023,END-2023,3/21/2019,,84
10.L1.3060.5747.8,8,10.L1.3060.5747,Gạch 30x60 MS 5747 Loại 1,5747,10.5747,5747-5748-5749,GACH,NHAT,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,MAXIMOS,END-2022,END-2022,END-2022,1/10/2019,,86
10.L1.3060.5748.8,8,10.L1.3060.5748,Gạch 30x60 MS 5748 Loại 1,5748,10.5748,5747-5748-5749,GACH,DIEM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,MAXIMOS,END-2022,END-2022,END-2022,1/10/2019,,86
10.L1.3060.5749.8,8,10.L1.3060.5749,Gạch 30x60 MS 5749 Loại 1,5749,10.5749,5747-5748-5749,GACH,DAM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,MAXIMOS,END-2022,END-2022,END-2022,1/10/2019,,86
10.L1.3060.5754.7,7,10.L1.3060.5754,Gạch 30x60 MS 5754 Loại 1,5754,10.5754,5754-5755,GACH,THAN,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,MAXIMOS,END-2020,END-2020,END-2020,1/10/2019,,86
03.L1.3060.7624.7,7,03.L1.3060.7624,Gạch 30x60 MS 7624 Loại 1,7624,03.7624,7624-7625-7626,GACH,THAN,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,VINCERA,END-2022,END-2022,END-2022,6/20/2019,,81
03.L1.3060.7626.7,7,03.L1.3060.7626,Gạch 30x60 MS 7626 Loại 1,7626,03.7626,7624-7625-7626,GACH,VIEN,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,VINCERA,END-2022,END-2022,END-2022,6/20/2019,,81
10.L2.5050.5362,,10.L2.5050.5362,Gạch 50x50 MS 5362 loại 2,5362,10.5362,5362,GACH,SOLO,VIEN,HOP,4,PALLET,,M2,4,50x50 SV,5050,0,03,VITTO - HUE,MAXIMOS,END-2020,END-2020,END-2020,4/22/2019,,83
03.L1.3060.7625.7,7,03.L1.3060.7625,Gạch 30x60 MS 7625 Loại 1,7625,03.7625,7624-7625-7626,GACH,DIEM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,VINCERA,END-2022,END-2022,END-2022,6/20/2019,,81
10.L1.3060.5778.1,1,10.L1.3060.5778,Gạch 30x60 MS 5778 Loại 1,5778,10.5778,5777-5778-5779,GACH,DIEM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,MAXIMOS,END-2024,END-2024,END-2024,1/10/2019,,86
10.L1.3060.5771.3,3,10.L1.3060.5771,Gạch 30x60 MS 5771 Loại 1,5771,10.5771,5771-5772-5773,GACH,NHAT,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,MAXIMOS,END-2023,END-2023,END-2023,1/10/2019,,86
10.L1.3060.5772.3,3,10.L1.3060.5772,Gạch 30x60 MS 5772 Loại 1,5772,10.5772,5771-5772-5773,GACH,DIEM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,MAXIMOS,END-2023,END-2023,END-2023,1/10/2019,,86
10.L1.3060.5773.3,3,10.L1.3060.5773,Gạch 30x60 MS 5773 Loại 1,5773,10.5773,5771-5772-5773,GACH,DAM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,MAXIMOS,END-2023,END-2023,END-2023,1/10/2019,,86
10.L1.3060.5777.1,1,10.L1.3060.5777,Gạch 30x60 MS 5777 Loại 1,5777,10.5777,5777-5778-5779,GACH,NHAT,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,MAXIMOS,END-2024,END-2024,END-2024,1/10/2019,UNIMAX,86
10.L1.3060.5779.1,1,10.L1.3060.5779,Gạch 30x60 MS 5779 Loại 1,5779,10.5779,5777-5778-5779,GACH,DAM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,MAXIMOS,END-2024,END-2024,END-2024,1/10/2019,,86
10.L1.3060.5755.7,7,10.L1.3060.5755,Gạch 30x60 MS 5755 Loại 1,5755,10.5755,5754-5755,GACH,DIEM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,MAXIMOS,END-2020,END-2020,END-2020,1/10/2019,,86
03.L1.3060.7529.8,8,03.L1.3060.7529,Gạch 30x60 MS 7529 Loại 1,7529,03.7529,7527-7528-7529,GACH,DAM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,VINCERA,END-2022,END-2022,END-2022,6/7/2017,,105
03.L1.3060.7501.6,6,03.L1.3060.7501,Gạch 30x60 MS 7501 Loại 1,7501,03.7501,7501-7502-7503,GACH,THAN,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,VINCERA,END-2020,END-2020,END-2020,6/24/2017,,105
03.L1.3060.7503.6,6,03.L1.3060.7503,Gạch 30x60 MS 7503 Loại 1,7503,03.7503,7501-7502-7503,GACH,VIEN,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,VINCERA,END-2020,END-2020,END-2020,6/24/2017,,105
10.L1.3030.5262.3,3,10.L1.3030.5262,Gạch 30x30 MS 5262 Loại 1,5262,10.5262,5262,GACH,SOLO,VIEN,HOP,11,PALLET,,M2,11.11111,30x30,3030,0,03,VITTO - HUE,MAXIMOS,END-2023,END-2023,END-2023,4/10/2019,,83
10.L1.3060.5753.7,7,10.L1.3060.5753,Gạch 30x60 MS 5753 Loại 1,5753,10.5753,5751-5752-5753,GACH,DAM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,MAXIMOS,END-2022,END-2022,END-2022,1/10/2019,,86
10.L1.3030.5261.6,6,10.L1.3030.5261,Gạch 30x30 MS 5261 Loại 1,5261,10.5261,5261,GACH,SOLO,VIEN,HOP,11,PALLET,,M2,11.11111,30x30,3030,0,03,VITTO - HUE,MAXIMOS,END-2024,END-2024,END-2024,4/10/2019,UNIMAX,83
05.L2.3060.1061,,05.L2.3060.1061,Gạch 30x60 MS 1061 Loại 2,1061,05.1061,1061-1062-1063,GACH,NHAT,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,05,VICENZA - THANH HOA,UNIS,END-2020,END-2020,END-2020,3/7/2019,,84
10.L1.3030.5263.6,6,10.L1.3030.5263,Gạch 30x30 MS 5263 Loại 1,5263,10.5263,5263,GACH,SOLO,VIEN,HOP,11,PALLET,,M2,11.11111,30x30,3030,0,03,VITTO - HUE,MAXIMOS,END-2024,END-2024,END-2024,4/10/2019,,83
08.L1.3060.2323.2,2,08.L1.3060.2323,Gạch 30x60 MS 2323 Loại 1,2323,08.2323,2321-2322-2323,GACH,DAM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60 SG,3060,0,03,VITTO - VINH PHUC,VITTO,END-2020,END-2020,END-2020,9/21/2017,,102
05.L1.3060.1021.I,I,05.L1.3060.1021,Gạch 30x60 MS 1021 Loại 1,1021,05.1021,1021-1022-1024,GACH,THAN,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,05,VICENZA - THANH HOA,UNIS,END-2020,END-2020,END-2020,3/7/2019,,84
05.L1.3060.1022.I,I,05.L1.3060.1022,Gạch 30x60 MS 1022 Loại 1,1022,05.1022,1021-1022-1024,GACH,DIEM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,05,VICENZA - THANH HOA,UNIS,END-2020,END-2020,END-2020,3/7/2019,,84
05.L1.3060.1024.I,I,05.L1.3060.1024,Gạch 30x60 MS 1024 Loại 1,1024,05.1024,1021-1022-1024,GACH,VIEN,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,05,VICENZA - THANH HOA,UNIS,END-2020,END-2020,END-2020,3/7/2019,,84
03.L1.3060.7522.1,1,03.L1.3060.7522,Gạch 30x60 MS 7522 Loại 1,7522,03.7522,7521-7522-7523,GACH,DIEM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,VINCERA,END-2022,END-2022,END-2022,8/1/2017,,104
08.L1.3060.2533.3,3,08.L1.3060.2533,Gạch 30x60 MS 2533 Loại 1,2533,08.2533,2531-2532-2533,GACH,DAM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60 SB,3060,0,03,VITTO - VINH PHUC,VITTO,END-2020,END-2020,END-2020,6/24/2019,,81
03.L1.3060.7314.9,9,03.L1.3060.7314,Gạch 30x60 MS 7314 Loại 1,7314,03.7314,7314-7315-7316,GACH,VIEN,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,VINCERA,END-2020,END-2020,END-2020,9/30/2017,,102
03.L1.3060.7316.9,9,03.L1.3060.7316,Gạch 30x60 MS 7316 Loại 1,7316,03.7316,7314-7315-7316,GACH,THAN,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,VINCERA,END-2020,END-2020,END-2020,9/30/2017,,102
05.L2.3060.1071,,05.L2.3060.1071,Gạch 30x60 MS 1071 Loại 2,1071,05.1071,1071-1072-1073,GACH,NHAT,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,05,VICENZA - THANH HOA,UNIS,END-2020,END-2020,END-2020,3/18/2019,,84
05.L2.3060.1073,,05.L2.3060.1073,Gạch 30x60 MS 1073 Loại 2,1073,05.1073,1071-1072-1073,GACH,DAM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,05,VICENZA - THANH HOA,UNIS,END-2020,END-2020,END-2020,3/18/2019,,84
03.L1.3060.7406.4,4,03.L1.3060.7406,Gạch 30x60 MS 7406 Loại 1,7406,03.7406,7404-7405-7406,GACH,DAM,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,VINCERA,END-2022,END-2022,END-2022,5/3/2018,,95
10.L2.3030.5264.5,5,10.L2.3030.5264,Gạch 30x30 MS 5264 Loại 2,5264,10.5264,5264,GACH,SOLO,VIEN,HOP,11,PALLET,,M2,11.11111,30x30,3030,0,03,VITTO - HUE,MAXIMOS,END-2024,END-2024,END-2024,4/10/2019,,83
03.L1.3060.7524.9,9,03.L1.3060.7524,Gạch 30x60 MS 7524 Loại 1,7524,03.7524,7524-7525-7526,GACH,NHAT,VIEN,HOP,8,PALLET,,M2,5.55555,30x60,3060,0,03,VITTO - HUE,VINCERA,END-2022,END-2022,END-2022,7/18/2017,,104
