item_code,location_code,period_start,qty,demand_type,segment,priority,combo_class,branch_archetype,tet_flag,confidence_lower,confidence_upper
33.L1.ICO-060120-002,017,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
33.L1.ICO-060120-002,017,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
33.L1.ICO-060120-002,017,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
33.L1.ICO-060120-002,017,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
33.L1.ICO-060120-003,017,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
33.L1.ICO-060120-003,017,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
33.L1.ICO-060120-003,017,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
33.L1.ICO-060120-003,017,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
33.L1.ICO-060120-004,017,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
33.L1.ICO-060120-004,017,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
33.L1.ICO-060120-004,017,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
33.L1.ICO-060120-004,017,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
33.L1.ICO-060120-005,017,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
33.L1.ICO-060120-005,017,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
33.L1.ICO-060120-005,017,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
33.L1.ICO-060120-005,017,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
33.L1.ICO-060120-006,017,2025-12-01,0.0,FORECAST,A,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
33.L1.ICO-060120-006,017,2026-01-01,0.0,FORECAST,A,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
33.L1.ICO-060120-006,017,2026-02-01,0.0,FORECAST,A,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
33.L1.ICO-060120-006,017,2026-03-01,0.0,FORECAST,A,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
33.L1.ICO-060120-007,017,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
33.L1.ICO-060120-007,017,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
33.L1.ICO-060120-007,017,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
33.L1.ICO-060120-007,017,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
33.L1.ICO-060120-008,017,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
33.L1.ICO-060120-008,017,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
33.L1.ICO-060120-008,017,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
33.L1.ICO-060120-008,017,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
33.L1.ICO-060120-009,017,2025-12-01,0.0,FORECAST,A,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
33.L1.ICO-060120-009,017,2026-01-01,0.0,FORECAST,A,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
33.L1.ICO-060120-009,017,2026-02-01,0.0,FORECAST,A,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
33.L1.ICO-060120-009,017,2026-03-01,0.0,FORECAST,A,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3601,017,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
36.L1.3060.USC3601,017,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3601,017,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3601,017,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3601D,017,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
36.L1.3060.USC3601D,017,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3601D,017,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3601D,017,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3601V,017,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
36.L1.3060.USC3601V,017,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3601V,017,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3601V,017,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3604,017,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
36.L1.3060.USC3604,017,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3604,017,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3604,017,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3604D,017,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
36.L1.3060.USC3604D,017,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3604D,017,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3604D,017,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3604V,017,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
36.L1.3060.USC3604V,017,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3604V,017,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3604V,017,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3631,017,2025-12-01,0.0,FORECAST,A,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
36.L1.3060.USC3631,017,2026-01-01,0.0,FORECAST,A,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3631,017,2026-02-01,0.0,FORECAST,A,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3631,017,2026-03-01,0.0,FORECAST,A,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3631D,017,2025-12-01,0.0,FORECAST,A,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
36.L1.3060.USC3631D,017,2026-01-01,0.0,FORECAST,A,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3631D,017,2026-02-01,0.0,FORECAST,A,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3631D,017,2026-03-01,0.0,FORECAST,A,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3632,017,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
36.L1.3060.USC3632,017,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3632,017,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3632,017,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3633,017,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
36.L1.3060.USC3633,017,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3633,017,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3633,017,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3633D,017,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
36.L1.3060.USC3633D,017,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3633D,017,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3633D,017,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3634,017,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
36.L1.3060.USC3634,017,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3634,017,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3634,017,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3635,017,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
36.L1.3060.USC3635,017,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3635,017,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3635,017,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3635D,017,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
36.L1.3060.USC3635D,017,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3635D,017,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3635D,017,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3636,017,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
36.L1.3060.USC3636,017,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3636,017,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3636,017,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3637,017,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
36.L1.3060.USC3637,017,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3637,017,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3637,017,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3637D,017,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
36.L1.3060.USC3637D,017,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3637D,017,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3637D,017,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3638,017,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
36.L1.3060.USC3638,017,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3638,017,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3638,017,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3639,017,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
36.L1.3060.USC3639,017,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3639,017,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3639,017,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3639D,017,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
36.L1.3060.USC3639D,017,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3639D,017,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3639D,017,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3640,017,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
36.L1.3060.USC3640,017,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3640,017,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3640,017,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3647,017,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
36.L1.3060.USC3647,017,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3647,017,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3647,017,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3647D,017,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
36.L1.3060.USC3647D,017,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3647D,017,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3647D,017,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3648,017,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
36.L1.3060.USC3648,017,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3648,017,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3648,017,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3651,017,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
36.L1.3060.USC3651,017,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3651,017,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3651,017,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3651D,017,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
36.L1.3060.USC3651D,017,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3651D,017,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3651D,017,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3652,017,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
36.L1.3060.USC3652,017,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3652,017,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
36.L1.3060.USC3652,017,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
38.L1.3060.UGC3600,017,2025-12-01,0.0,FORECAST,C,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
38.L1.3060.UGC3600,017,2026-01-01,0.0,FORECAST,C,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
38.L1.3060.UGC3600,017,2026-02-01,0.0,FORECAST,C,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
38.L1.3060.UGC3600,017,2026-03-01,0.0,FORECAST,C,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
38.L1.3060.UGC3600AD,017,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
38.L1.3060.UGC3600AD,017,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
38.L1.3060.UGC3600AD,017,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
38.L1.3060.UGC3600AD,017,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
38.L1.3060.UGC3600AV,017,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
38.L1.3060.UGC3600AV,017,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
38.L1.3060.UGC3600AV,017,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
38.L1.3060.UGC3600AV,017,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
38.L1.3060.UGC3602,017,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
38.L1.3060.UGC3602,017,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
38.L1.3060.UGC3602,017,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
38.L1.3060.UGC3602,017,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
38.L1.3060.UGC3602AD,017,2025-12-01,0.0,FORECAST,C,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
38.L1.3060.UGC3602AD,017,2026-01-01,0.0,FORECAST,C,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
38.L1.3060.UGC3602AD,017,2026-02-01,0.0,FORECAST,C,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
38.L1.3060.UGC3602AD,017,2026-03-01,0.0,FORECAST,C,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
38.L1.3060.UGC3602AV,017,2025-12-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,N,0.0,0.0
38.L1.3060.UGC3602AV,017,2026-01-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
38.L1.3060.UGC3602AV,017,2026-02-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
38.L1.3060.UGC3602AV,017,2026-03-01,0.0,FORECAST,B,1,DORMANT_SEASONAL,HIGH_VELOCITY,Y,0.0,0.0
38.L1.4080.UT481001T,017,2025-12-01,8.2,FORECAST,C,1,SMOOTH,HIGH_VELOCITY,N,6.56,9.84
38.L1.4080.UT481001T,017,2026-01-01,4.18,FORECAST,C,1,SMOOTH,HIGH_VELOCITY,Y,3.34,5.02
38.L1.4080.UT481001T,017,2026-02-01,2.98,FORECAST,C,1,SMOOTH,HIGH_VELOCITY,Y,2.38,3.58
38.L1.4080.UT481001T,017,2026-03-01,6.65,FORECAST,C,1,SMOOTH,HIGH_VELOCITY,Y,5.32,7.98
38.L1.5050.SVUSC505,017,2025-12-01,0.0,FORECAST,C,1,COLD_START,HIGH_VELOCITY,N,0.0,0.0
38.L1.5050.SVUSC505,017,2026-01-01,0.0,FORECAST,C,1,COLD_START,HIGH_VELOCITY,Y,0.0,0.0
38.L1.5050.SVUSC505,017,2026-02-01,0.0,FORECAST,C,1,COLD_START,HIGH_VELOCITY,Y,0.0,0.0
38.L1.5050.SVUSC505,017,2026-03-01,0.0,FORECAST,C,1,COLD_START,HIGH_VELOCITY,Y,0.0,0.0
38.L1.5050.SVUSC506,017,2025-12-01,145.4,FORECAST,B,1,SMOOTH,HIGH_VELOCITY,N,116.32,174.48
38.L1.5050.SVUSC506,017,2026-01-01,111.89,FORECAST,B,1,SMOOTH,HIGH_VELOCITY,Y,89.51,134.27
38.L1.5050.SVUSC506,017,2026-02-01,71.83,FORECAST,B,1,SMOOTH,HIGH_VELOCITY,Y,57.46,86.2
38.L1.5050.SVUSC506,017,2026-03-01,158.87,FORECAST,B,1,SMOOTH,HIGH_VELOCITY,Y,127.1,190.64
38.L1.5050.SVUSC507,017,2025-12-01,0.0,FORECAST,C,1,COLD_START,HIGH_VELOCITY,N,0.0,0.0
38.L1.5050.SVUSC507,017,2026-01-01,0.0,FORECAST,C,1,COLD_START,HIGH_VELOCITY,Y,0.0,0.0
38.L1.5050.SVUSC507,017,2026-02-01,0.0,FORECAST,C,1,COLD_START,HIGH_VELOCITY,Y,0.0,0.0
38.L1.5050.SVUSC507,017,2026-03-01,0.0,FORECAST,C,1,COLD_START,HIGH_VELOCITY,Y,0.0,0.0
38.L1.5050.SVUSC511,017,2025-12-01,55.3604,FORECAST,B,1,ERRATIC,HIGH_VELOCITY,N,44.29,66.43
38.L1.5050.SVUSC511,017,2026-01-01,39.19,FORECAST,B,1,ERRATIC,HIGH_VELOCITY,Y,31.35,47.03
38.L1.5050.SVUSC511,017,2026-02-01,29.58,FORECAST,B,1,ERRATIC,HIGH_VELOCITY,Y,23.66,35.5
38.L1.5050.SVUSC511,017,2026-03-01,68.61,FORECAST,B,1,ERRATIC,HIGH_VELOCITY,Y,54.89,82.33
38.L1.5050.SVUSC512,017,2025-12-01,103.9571,FORECAST,B,1,ERRATIC,HIGH_VELOCITY,N,83.17,124.75
38.L1.5050.SVUSC512,017,2026-01-01,41.02,FORECAST,B,1,ERRATIC,HIGH_VELOCITY,Y,32.82,49.22
38.L1.5050.SVUSC512,017,2026-02-01,29.32,FORECAST,B,1,ERRATIC,HIGH_VELOCITY,Y,23.46,35.18
38.L1.5050.SVUSC512,017,2026-03-01,68.61,FORECAST,B,1,ERRATIC,HIGH_VELOCITY,Y,54.89,82.33
38.L1.5050.SVUSC514,017,2025-12-01,87.4791,FORECAST,B,1,ERRATIC,HIGH_VELOCITY,N,69.98,104.97
38.L1.5050.SVUSC514,017,2026-01-01,40.17,FORECAST,B,1,ERRATIC,HIGH_VELOCITY,Y,32.14,48.2
38.L1.5050.SVUSC514,017,2026-02-01,29.32,FORECAST,B,1,ERRATIC,HIGH_VELOCITY,Y,23.46,35.18
38.L1.5050.SVUSC514,017,2026-03-01,69.11,FORECAST,B,1,ERRATIC,HIGH_VELOCITY,Y,55.29,82.93
39.L1.3060.USGM3604,017,2025-12-01,8.2279,FORECAST,B,1,LUMPY,HIGH_VELOCITY,N,6.58,9.87
39.L1.3060.USGM3604,017,2026-01-01,1.7,FORECAST,B,1,LUMPY,HIGH_VELOCITY,Y,1.36,2.04
